Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-3b61fae9e181a2ef0760","The Escapists 2 - Glorious Regime Prison","1","1","visible","Quiver before The Glorious Regime!Despite the towering walls, electric fences and the fact that you cant leave, you should be thankful to be serving time her...","Quiver before The Glorious Regime!Despite the towering walls, electric fences and the fact that you cant leave, you should be thankful to be serving time her...","none","1","","3.99","0.78","Accessories","cj,accessories,team17","https://www.yuplay.com/media/products/escapists-2-glorious-regime-prison/616/22c24e8d95f07560bdb98dce971b9223b13f87d5.jpg","https://www.yuplay.com/product/escapists-2-glorious-regime-prison/?partner=cj","Ver Oferta","CJ","Team17"
"external","cj-0583489138e22fcad5d3","Terra Lander II - Rockslide Rescue","1","1","visible","Terra Lander II - Rockslide Resuce is a sequel to Terra Lander, a homage to the classic early days of arcade retro.","Terra Lander II - Rockslide Resuce is a sequel to Terra Lander, a homage to the classic early days of arcade retro.","none","1","","4.99","0.98","Accessories","cj,accessories,funboxmedia","https://www.yuplay.com/media/products/terra-lander-ii-rockslide-rescue/616/73f914a59db8001e87ce45d9f3ddf95bc5b7c447.jpg","https://www.yuplay.com/product/terra-lander-ii-rockslide-rescue/?partner=cj","Ver Oferta","CJ","Funbox Media"
"external","cj-2c1393df2a2d91b960ab","Goat Simulator: PAYDAY","1","1","visible","Introducing Goat Simulator: PAYDAY, the latest in goat simulation technology. Being a goat has never been this realistic.","Introducing Goat Simulator: PAYDAY, the latest in goat simulation technology. Being a goat has never been this realistic.","none","1","","4.99","0.98","Electronics","cj,electronics,coffeestainstudios","https://www.yuplay.com/media/products/goat-simulator-payday/616/9f8e91de45d3cf9dc5b34837872097393956a71e.jpg","https://www.yuplay.com/product/goat-simulator-payday/?partner=cj","Ver Oferta","CJ","Coffee Stain Studios"
"external","cj-38fc0502c89ba334ea65","Bounty Train - Trainium Edition Upgrade","1","1","visible","Please note:This content requires the base game Bounty Train on Steam in order to play.Trainium Edition Upgrade includes:SoundtrackFirst DLCExclusive TrainEx...","Please note:This content requires the base game Bounty Train on Steam in order to play.Trainium Edition Upgrade includes:SoundtrackFirst DLCExclusive TrainEx...","none","1","","4.99","0.98","Books","cj,books,daedalicentertainment","https://www.yuplay.com/media/products/bounty-train-trainium-edition-upgrade/616/acdc2491ffa7b6df3ba799e0f9953b53bd055852.jpg","https://www.yuplay.com/product/bounty-train-trainium-edition-upgrade/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
"external","cj-064da1ecca7bff2524fb","Cars 3: Driven to Win (Nintendo Switch EU)","1","1","visible","Start your engines and gear up for the ultimate racing experience in Cars 3: Driven to Win inspired by Disney Pixar's film, Cars 3. Play with over 20 customi...","Start your engines and gear up for the ultimate racing experience in Cars 3: Driven to Win inspired by Disney Pixar's film, Cars 3. Play with over 20 customi...","none","1","","59.99","11.79","Sports","cj,sports,wbgames","https://www.yuplay.com/media/products/cars-3-driven-to-win-nintendo-switch-eu/616/5d18735b17d4a03f6566a5974cd3890661a11c9f.jpg","https://www.yuplay.com/product/cars-3-driven-to-win-nintendo-switch-eu/?partner=cj","Ver Oferta","CJ","WB Games"
"external","cj-0e3adedb73bd7af64b3d","Marvel's Midnight Suns (Steam)","1","1","visible","FIGHT AND STRATEGIZE LIKE A SUPER HERO IN THE DARKER CORNERS OF THE MARVEL UNIVERSE. Play as The Hunter, a legendary demon slayer who must lead a team of Sup...","FIGHT AND STRATEGIZE LIKE A SUPER HERO IN THE DARKER CORNERS OF THE MARVEL UNIVERSE. Play as The Hunter, a legendary demon slayer who must lead a team of Sup...","none","1","","59.99","11.84","Accessories","cj,accessories,2k","https://www.yuplay.com/media/products/marvels-midnight-suns-steam/616/0c2aece5af105d70e38d5128f18c99b22fb20a86.jpg","https://www.yuplay.com/product/marvels-midnight-suns-steam/?partner=cj","Ver Oferta","CJ","2K"
"external","cj-10fa1c8f66e35d6795ca","Pax Nova - Tech Supremacy","1","1","visible","Dyson Spheres The ultimate late game technology. Whoever builds and controls a solar system's Dyson Sphere will be rewarded with incredible power that could ...","Dyson Spheres The ultimate late game technology. Whoever builds and controls a solar system's Dyson Sphere will be rewarded with incredible power that could ...","none","1","","6.89","1.36","Electronics","cj,electronics,iceberginteractive","https://www.yuplay.com/media/products/pax-nova-tech-supremacy/616/83191c545ce3c6df91999d608388b1e6d617a36a.jpg","https://www.yuplay.com/product/pax-nova-tech-supremacy/?partner=cj","Ver Oferta","CJ","Iceberg Interactive"
"external","cj-25fda439b05c8a0971d9","A Stroke of Fate: Operation Bunker","1","1","visible","April 1945. Only a few days remain until the end of the war. But the tyrant who is hiding in his personal bunker plans to blow up a nuclear bomb and kill as ...","April 1945. Only a few days remain until the end of the war. But the tyrant who is hiding in his personal bunker plans to blow up a nuclear bomb and kill as ...","none","1","","6.99","1.38","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/a-stroke-of-fate-operation-bunker/616/34bbb28502b11b44c833255fe2863aa94aeff272.jpg","https://www.yuplay.com/product/a-stroke-of-fate-operation-bunker/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-30660a1a7a0ff71e80d5","Tomb Raider V: Chronicles","1","1","visible","Lara Croft is missing in Egypt - presumed dead. Those closest to her gather together at the Croft Estate on a grey, rainy day for a memorial service in her h...","Lara Croft is missing in Egypt - presumed dead. Those closest to her gather together at the Croft Estate on a grey, rainy day for a memorial service in her h...","none","1","","6.99","1.38","Accessories","cj,accessories,squareenix","https://www.yuplay.com/media/products/tomb-raider-v-chronicles/616/99dc220f81af33c739ab4c55e960aef8f654c524.jpg","https://www.yuplay.com/product/tomb-raider-v-chronicles/?partner=cj","Ver Oferta","CJ","Square Enix"
"external","cj-3d0e349bdcca821755f1","Static Investigator Training","1","1","visible","In Static: Investigator Training, you will play the role of Julie  Masters, an ambitious fan of all things Paranormal; who recently  requested membership wit...","In Static: Investigator Training, you will play the role of Julie  Masters, an ambitious fan of all things Paranormal; who recently  requested membership wit...","none","1","","7.99","1.58","Accessories","cj,accessories,strategyfirst","https://www.yuplay.com/media/products/static-investigator-training/616/6268f4c9056f652f478710097d4f92ecc3e663ec.jpg","https://www.yuplay.com/product/static-investigator-training/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-0e17f9ea732b77756176","Ageless Soundtrack","1","1","visible","Experience the different landscapes and emotions of Ageless through the original soundtrack written and composed by Elmer Ho Lok Zhan. The Ageless soundtrack...","Experience the different landscapes and emotions of Ageless through the original soundtrack written and composed by Elmer Ho Lok Zhan. The Ageless soundtrack...","none","1","","8.99","1.78","Accessories","cj,accessories,team17","https://www.yuplay.com/media/products/ageless-soundtrack/616/0d7ceeb202b1eae5b1f2e1d9e98afd02ef969988.jpg","https://www.yuplay.com/product/ageless-soundtrack/?partner=cj","Ver Oferta","CJ","Team17"
"external","cj-29c312a251336dfe45a7","Tango Fiesta (Xbox One) United States","1","1","visible","Important Notice: Please, make sure that your IP is LOCATED in UNITED STATES during the key activation. After a successful activation, the game will be avail...","Important Notice: Please, make sure that your IP is LOCATED in UNITED STATES during the key activation. After a successful activation, the game will be avail...","none","1","","9.99","1.98","Accessories","cj,accessories,mergegames","https://www.yuplay.com/media/products/tango-fiesta/616/44fa5cb2ffcf1d8d92bb44a62613554971ff9b7c.jpg","https://www.yuplay.com/product/tango-fiesta/?partner=cj","Ver Oferta","CJ","Merge Games"
"external","cj-234a5c5dee5bee6da013","Ground Control II: Operation Exodus","1","1","visible","Command an Army. Fight for Freedom.Ground Control II: Operation Exodus delivers real-time strategy with the flair of an action game.It's 2741 and the univers...","Command an Army. Fight for Freedom.Ground Control II: Operation Exodus delivers real-time strategy with the flair of an action game.It's 2741 and the univers...","none","1","","4.99","0.99","Accessories","cj,accessories,rebellion","https://www.yuplay.com/media/products/ground-control-ii-operation-exodus/616/0b7583fe6f56d92a578275af3671a392bf036074.jpg","https://www.yuplay.com/product/ground-control-ii-operation-exodus/?partner=cj","Ver Oferta","CJ","Rebellion"
"external","cj-2549ece350d78d7948b4","Empathy : Path of Whispers","1","1","visible","Blinking against the light, you step into a world that seems broken apart, almost dead&#8230; Yet there is a pulse, beating faintly in the back of your mind....","Blinking against the light, you step into a world that seems broken apart, almost dead&#8230; Yet there is a pulse, beating faintly in the back of your mind....","none","1","","9.67","1.92","Home","cj,home,iceberginteractive","https://www.yuplay.com/media/products/empathy-path-of-whispers/616/02f11311b322f61c14ae948ee25cc00470967e97.jpg","https://www.yuplay.com/product/empathy-path-of-whispers/?partner=cj","Ver Oferta","CJ","Iceberg Interactive"
"external","cj-40ed1835fbd2f5a70605","Pax Nova - Beyond the Rift DLC","1","1","visible","The EmissaryA powerful entity has arrived from beyond Eos to grant great powers in exchange for Soul Shards. Call down raging snowstorms or destroy entire pl...","The EmissaryA powerful entity has arrived from beyond Eos to grant great powers in exchange for Soul Shards. Call down raging snowstorms or destroy entire pl...","none","1","","9.75","1.94","Accessories","cj,accessories,iceberginteractive","https://www.yuplay.com/media/products/pax-nova-beyond-the-rift-dlc/616/76fc3712d29b8565cdd2aaa3f7ada2ad16d4d7e6.jpg","https://www.yuplay.com/product/pax-nova-beyond-the-rift-dlc/?partner=cj","Ver Oferta","CJ","Iceberg Interactive"
"external","cj-3d42bdea52cd4ed31241","Tasty Slot Machine","1","1","visible","You start with 1,000 coins - the aim of the game is to wager your coins to try and increase your coins as high as you can.Pick the number of pay lines and th...","You start with 1,000 coins - the aim of the game is to wager your coins to try and increase your coins as high as you can.Pick the number of pay lines and th...","none","1","","7.79","1.56","Accessories","cj,accessories,funboxmedia","https://www.yuplay.com/media/products/tasty-slot-machine/616/6adbccb1efa5883725718413695166e35fe75993.jpg","https://www.yuplay.com/product/tasty-slot-machine/?partner=cj","Ver Oferta","CJ","Funbox Media"
"external","cj-1a4a7cc6c00dedf3c30c","Deadstone","1","1","visible","Based on the inhospitable frontier world of Mars, against the backdrop of a bacterial outbreak, Deadstone offers a compelling blend of frantic combat and tow...","Based on the inhospitable frontier world of Mars, against the backdrop of a bacterial outbreak, Deadstone offers a compelling blend of frantic combat and tow...","none","1","","6.99","1.40","Home","cj,home,timeslipsoftworks","https://www.yuplay.com/media/products/deadstone/616/3d3c69d73b985f06e36bc16a7d13a8dc24d91d76.jpg","https://www.yuplay.com/product/deadstone/?partner=cj","Ver Oferta","CJ","Timeslip Softworks"
"external","cj-1eb2911ddd111084184a","Assetto Corsa - Dream Pack 3","1","1","visible","Welcome to DREAM PACK 3, the newest add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the legendary circuit of Brands Hatch (UK) and eigh...","Welcome to DREAM PACK 3, the newest add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the legendary circuit of Brands Hatch (UK) and eigh...","none","1","","6.99","1.40","Accessories","cj,accessories,kunossimulazioni","https://www.yuplay.com/media/products/assetto-corsa-dream-pack-3/616/03f379fd9d3ab26b7a4bbf06d4c5682d6bb1d004.jpg","https://www.yuplay.com/product/assetto-corsa-dream-pack-3/?partner=cj","Ver Oferta","CJ","Kunos Simulazioni"
"external","cj-335b363b85174778b24f","Barrier X","1","1","visible","Dodge! Shoot! Go faster! Break the sound barrier in this unbelievably fast game and go straight for the first place in the leaderboard of BARRIER X!","Dodge! Shoot! Go faster! Break the sound barrier in this unbelievably fast game and go straight for the first place in the leaderboard of BARRIER X!","none","1","","2.99","0.60","Accessories","cj,accessories,hypetraindigital","https://www.yuplay.com/media/products/barrier-x/616/88ec84ee6a865b234304b39456f017aac393e52d.jpg","https://www.yuplay.com/product/barrier-x/?partner=cj","Ver Oferta","CJ","HypeTrain Digital"
"external","cj-396b977c1c38de87653d","Crysis Remastered Trilogy (Nintendo Switch EU)","1","1","visible","Crysis Remastered Trilogy includes:Crysis Remastered:What begins as a simple rescue mission becomes the battleground of a new war as alien invaders swarm ove...","Crysis Remastered Trilogy includes:Crysis Remastered:What begins as a simple rescue mission becomes the battleground of a new war as alien invaders swarm ove...","none","1","","49.99","10.05","Accessories","cj,accessories,crytekgmbh","https://www.yuplay.com/media/products/crysis-remastered-trilogy-nintendo-switch-eu/616/a327b69d3427b731b7d1b32d2c1bbdfe589ba448.jpg","https://www.yuplay.com/product/crysis-remastered-trilogy-nintendo-switch-eu/?partner=cj","Ver Oferta","CJ","Crytek GmbH"
"external","cj-1ed115ca64d6063cc18d","Splendor","1","1","visible","The OFFICIAL digital adaptation of the best-selling board game. ** ONLINE MULTIPLAYER NOW AVAILABLE !!!","The OFFICIAL digital adaptation of the best-selling board game. ** ONLINE MULTIPLAYER NOW AVAILABLE !!!","none","1","","9.99","2.02","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/splendor/616/05fc5df1b2f28f7744d1447b87d5dd5fb27d8569.jpg","https://www.yuplay.com/product/splendor/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-16d7369e56dbcf080cb8","Alien Shooter 2 Conscription","1","1","visible","Alien Shooter Conscription is the continuation of cult Alien Shooter 2, which is a unique blend of two game genres- Action and RPG.The Great War has begun! T...","Alien Shooter Conscription is the continuation of cult Alien Shooter 2, which is a unique blend of two game genres- Action and RPG.The Great War has begun! T...","none","1","","8.19","1.66","Accessories","cj,accessories,sigmateaminc","https://www.yuplay.com/media/products/alien-shooter-2-conscription/616/e79354bed0b504af863c6ac8f4df84c99471a517.jpg","https://www.yuplay.com/product/alien-shooter-2-conscription/?partner=cj","Ver Oferta","CJ","Sigma Team Inc"
"external","cj-1a1646f3e2f530a95268","DJMAX RESPECT V - V EXTENSION II Original Soundtrack","1","1","visible","DJMAX RESPECT V - V EXTENSION II Original Soundtrack Meet the 'DJMAX RESPECT V' Original Soundtrack Now!This package contains a total of 25 original tracks i...","DJMAX RESPECT V - V EXTENSION II Original Soundtrack Meet the 'DJMAX RESPECT V' Original Soundtrack Now!This package contains a total of 25 original tracks i...","none","1","","8.19","1.66","Accessories","cj,accessories,neowiz","https://www.yuplay.com/media/products/djmax-respect-v-v-extension-ii-original-soundtrack/616/ee38d52614081e9680a5b03072578908368e7a07.jpg","https://www.yuplay.com/product/djmax-respect-v-v-extension-ii-original-soundtrack/?partner=cj","Ver Oferta","CJ","NEOWIZ"
"external","cj-216c08511e98a8ebd258","Magicka","1","1","visible","Magicka is a satirical action-adventure game set in a rich fantasy world based on Norse mythology.","Magicka is a satirical action-adventure game set in a rich fantasy world based on Norse mythology.","none","1","","9.99","2.03","Accessories","cj,accessories,paradoxinteractive","https://www.yuplay.com/media/products/magicka/616/76c8ab3f18093af427e80dc4cfd988f8e977ceb2.jpg","https://www.yuplay.com/product/magicka/?partner=cj","Ver Oferta","CJ","Paradox Interactive"
"external","cj-2665194b5d85dffcc0cc","Blood Omen 2: Legacy of Kain","1","1","visible","Kain is back to reclaim the high throne of bloodlust and brutality.","Kain is back to reclaim the high throne of bloodlust and brutality.","none","1","","5.99","1.22","Accessories","cj,accessories,squareenix","https://www.yuplay.com/media/products/blood-omen-2-legacy-of-kain/616/83663357b5948f150a536d59e94c1ba0a5004ddf.jpg","https://www.yuplay.com/product/blood-omen-2-legacy-of-kain/?partner=cj","Ver Oferta","CJ","Square Enix"
"external","cj-2dfb4b1a5041462610e1","Love Alchemy: A Heart In Winter","1","1","visible","When a new romance blossoms, the door to mystery opens in Love Alchemy: A Heart in Winter. Follow a young woman as shes drawn helplessly to a man she barely ...","When a new romance blossoms, the door to mystery opens in Love Alchemy: A Heart in Winter. Follow a young woman as shes drawn helplessly to a man she barely ...","none","1","","5.69","1.16","Accessories","cj,accessories,alawarentertainment","https://www.yuplay.com/media/products/love-alchemy-a-heart-in-winter/616/25723f66f0e7e9fb7b9504cbacb47f8051c47d37.jpg","https://www.yuplay.com/product/love-alchemy-a-heart-in-winter/?partner=cj","Ver Oferta","CJ","Alawar Entertainment"
"external","cj-4214e8ddb5936a3561a8","Zool Redimensioned","1","1","visible","The Ninja of the Nth Dimension is back!Originally released by Gremlin Graphics in 1992 on the Amiga to critical acclaim, iconic gaming mascot Zool returns in...","The Ninja of the Nth Dimension is back!Originally released by Gremlin Graphics in 1992 on the Amiga to critical acclaim, iconic gaming mascot Zool returns in...","none","1","","7.99","1.63","Electronics","cj,electronics,secretmode","https://www.yuplay.com/media/products/zool-redimensioned/616/1a39777338ef97063feb0c4e16ed1e13110e5230.jpg","https://www.yuplay.com/product/zool-redimensioned/?partner=cj","Ver Oferta","CJ","Secret Mode"
"external","cj-2e2e63e6e11aa95cf2b2","Unmemory","1","1","visible","A game you can read. A book you can play.","A game you can read. A book you can play.","none","1","","3.62","0.74","Books","cj,books,plugindigital","https://www.yuplay.com/media/products/unmemory/616/3807425fc2e8e9bf70f915dcdeaeb24b21b6530e.jpg","https://www.yuplay.com/product/unmemory/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-119b43388aeb16fddeab","BioShock: The Collection (Nintendo Switch EU)","1","1","visible","Experience the unforgettable worlds and monumental stories of the award-winning BioShock series with BioShock: The Collection. Journey to the cities of Raptu...","Experience the unforgettable worlds and monumental stories of the award-winning BioShock series with BioShock: The Collection. Journey to the cities of Raptu...","none","1","","49.99","10.22","Home","cj,home,2k","https://www.yuplay.com/media/products/bioshock-the-collection-nintendo-switch-eu/616/7c460cf63aaedc4fb3d6db3166af5442796f7edb.jpg","https://www.yuplay.com/product/bioshock-the-collection-nintendo-switch-eu/?partner=cj","Ver Oferta","CJ","2K"
"external","cj-0b3b314f111849416850","Resident Evil 4 Gold Edition","1","1","visible","Notes:Items contained in this set can be purchased individually. Please take care to avoid duplicate purchases.Please update Resident Evil 4 to the latest pa...","Notes:Items contained in this set can be purchased individually. Please take care to avoid duplicate purchases.Please update Resident Evil 4 to the latest pa...","none","1","","49.99","10.24","Books","cj,books,capcom","https://www.yuplay.com/media/products/resident-evil-4-gold-edition/616/61591d970e40e008f4ac2cf5e3568fcc002a7dc1.jpg","https://www.yuplay.com/product/resident-evil-4-gold-edition/?partner=cj","Ver Oferta","CJ","Capcom"
"external","cj-0211c49d8bc637e70fa3","Mega Man Battle Network Legacy Collection (Vol.1 + Vol.2)","1","1","visible","The Battle Network is back! Get ready to jack in to the net to face off against deadly enemy programs in electrifying grid based battles, and search the net ...","The Battle Network is back! Get ready to jack in to the net to face off against deadly enemy programs in electrifying grid based battles, and search the net ...","none","1","","59.99","12.35","Books","cj,books,capcom","https://www.yuplay.com/media/products/mega-man-battle-network-legacy-collection-vol1-plus-vol2/616/b4f3bba9ba6d962574717b2c1c373b6729b67f48.jpg","https://www.yuplay.com/product/mega-man-battle-network-legacy-collection-vol1-plus-vol2/?partner=cj","Ver Oferta","CJ","Capcom"
"external","cj-2c5a44005bb89c7f4e0c","Assetto Corsa - Dream Pack 2","1","1","visible","Welcome to DREAM PACK 2, the newest add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the circuit of Catalunya (Barcelona) and seven new ...","Welcome to DREAM PACK 2, the newest add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the circuit of Catalunya (Barcelona) and seven new ...","none","1","","6.99","1.44","Accessories","cj,accessories,kunossimulazioni","https://www.yuplay.com/media/products/assetto-corsa-dream-pack-2/616/e6a43bebdc1c11724df487f6c9225acbf8d2754c.jpg","https://www.yuplay.com/product/assetto-corsa-dream-pack-2/?partner=cj","Ver Oferta","CJ","Kunos Simulazioni"
"external","cj-11c39c1a6444f1dc33bb","Europa Universalis IV: Catholic League Unit Pack","1","1","visible","Europa Universalis IV: Catholic League Unit Pack adds 12 new units models for the members of the Catholic League.","Europa Universalis IV: Catholic League Unit Pack adds 12 new units models for the members of the Catholic League.","none","1","","1.99","0.41","Accessories","cj,accessories,paradoxinteractive","https://www.yuplay.com/media/products/europa-universalis-iv-catholic-league-unit-pack/616/b55e074a780a6a9b85a7c47467a5da837e5629d2.jpg","https://www.yuplay.com/product/europa-universalis-iv-catholic-league-unit-pack/?partner=cj","Ver Oferta","CJ","Paradox Interactive"
"external","cj-0a01df047fe135ffd5ed","Graveyard Keeper - Better Save Soul","1","1","visible","No one is without sin - this is what the Bishop in the Town teaches, and it is true. But who said that one cannot be cleansed from these sins? Help your new ...","No one is without sin - this is what the Bishop in the Town teaches, and it is true. But who said that one cannot be cleansed from these sins? Help your new ...","none","1","","7.99","1.65","Accessories","cj,accessories,tinybuild","https://www.yuplay.com/media/products/graveyard-keeper-better-save-soul/616/8afc4e4e3fbd086a63dac032b387dd4603d34446.jpg","https://www.yuplay.com/product/graveyard-keeper-better-save-soul/?partner=cj","Ver Oferta","CJ","tinyBuild"
"external","cj-15a14209aee008ac16db","Digimon Survive (Nintendo Switch EU)","1","1","visible","Digimon Survive presents a hybrid visual novel and tactical RPG set in a mysterious world filled with dangerous monsters and deadly battles that will test yo...","Digimon Survive presents a hybrid visual novel and tactical RPG set in a mysterious world filled with dangerous monsters and deadly battles that will test yo...","none","1","","49.99","10.33","Books","cj,books,bandainamcoentertainmentinc","https://www.yuplay.com/media/products/digimon-survive-nintendo-switch-eu/616/3645e776c062754a1a39c44d9f040315251ac542.jpg","https://www.yuplay.com/product/digimon-survive-nintendo-switch-eu/?partner=cj","Ver Oferta","CJ","Bandai Namco Entertainment Inc"
"external","cj-1974cc850b1669fc0383","Guilty Gear Isuka","1","1","visible","A new Gear arises, its name Leopaldon. As they threaten to lay waste to the world, you prepare to mount your offense. The good news? You won't have to face t...","A new Gear arises, its name Leopaldon. As they threaten to lay waste to the world, you prepare to mount your offense. The good news? You won't have to face t...","none","1","","8.99","1.86","Accessories","cj,accessories,arcsystemworks","https://www.yuplay.com/media/products/guilty-gear-isuka/616/32d1f973549a0bac6a90aad335442fd5f2ee9b3c.jpg","https://www.yuplay.com/product/guilty-gear-isuka/?partner=cj","Ver Oferta","CJ","Arc System Works"
"external","cj-1ef98743cd3b191c58f9","Jigsaw Pieces 2: Shades of Mood","1","1","visible","Making jigsaw puzzles is a popular way to relax. Forming a harmonious whole of all loose puzzle pieces makes you forget about everyday stress.","Making jigsaw puzzles is a popular way to relax. Forming a harmonious whole of all loose puzzle pieces makes you forget about everyday stress.","none","1","","8.99","1.86","Accessories","cj,accessories,dendagames","https://www.yuplay.com/media/products/jigsaw-pieces-2-shades-of-mood/616/f9ff54340d1783378a373f0232ece9b3fcb8493e.jpg","https://www.yuplay.com/product/jigsaw-pieces-2-shades-of-mood/?partner=cj","Ver Oferta","CJ","Denda Games"
"external","cj-3dd2551e45722c9df046","MoonBase Commander","1","1","visible","Explore. Strategize. Conquer.In the far future, Mankind has nearly exhausted all of earth's natural resources. Fragile alliances between nations are tested t...","Explore. Strategize. Conquer.In the far future, Mankind has nearly exhausted all of earth's natural resources. Fragile alliances between nations are tested t...","none","1","","5.99","1.24","Accessories","cj,accessories,rebellion","https://www.yuplay.com/media/products/moonbase-commander/616/fd83b9937ff8b773c2d421a0385effac24a47429.jpg","https://www.yuplay.com/product/moonbase-commander/?partner=cj","Ver Oferta","CJ","Rebellion"
"external","cj-1a90611d4ebd95f14f1a","Shopkeeper: My First Supermarket","1","1","visible","Take on the role of a manager in the most addictive simulation game - open the doors to your supermarket and build it from scratch, transforming a small shop..","Take on the role of a manager in the most addictive simulation game - open the doors to your supermarket and build it from scratch, transforming a small shop..","none","1","","9.75","2.02","Accessories","cj,accessories,playwaysa","https://www.yuplay.com/media/products/shopkeeper-my-first-supermarket/616/198493bbfa7a99fc1fdcbe149ee95880f31ca994.jpg","https://www.yuplay.com/product/shopkeeper-my-first-supermarket/?partner=cj","Ver Oferta","CJ","PlayWay SA"
"external","cj-13b63403e68f4e7da65c","Tropico 4: Modern Times","1","1","visible","Note: Can not be added to other digital distributor versions of the main game.The times are changing and the island  nation of Tropico is evolving. The Inter...","Note: Can not be added to other digital distributor versions of the main game.The times are changing and the island  nation of Tropico is evolving. The Inter...","none","1","","4.58","0.95","Accessories","cj,accessories,kalypsomedia","https://www.yuplay.com/media/products/tropico-4-modern-times/616/4c4b339a3675a597d01f418e54b535964c865b6d.jpg","https://www.yuplay.com/product/tropico-4-modern-times/?partner=cj","Ver Oferta","CJ","Kalypso Media"
"external","cj-2a2c0206bc252a17a3f8","Alien Isolation The Trigger","1","1","visible","Welcome to The Trigger, the fifth add-on content pack for Alien: Isolation.Can you make Sevastopol safe?  Youve been given a box of explosives and the locati...","Welcome to The Trigger, the fifth add-on content pack for Alien: Isolation.Can you make Sevastopol safe?  Youve been given a box of explosives and the locati...","none","1","","7.99","1.66","Accessories","cj,accessories,sega","https://www.yuplay.com/media/products/alien-isolation-the-trigger/616/d10f1562c5bbb420bfbc6b9899c4353c293d62c2.jpg","https://www.yuplay.com/product/alien-isolation-the-trigger/?partner=cj","Ver Oferta","CJ","SEGA"
"external","cj-0433a7d1c792ce0c25b6","Pixel Puzzles Illustrations & Anime - Jigsaw Pack: Warriors","1","1","visible","Pixel Puzzles Illustrations & Anime, setting the standards for online jigsaw puzzling.PACK INFO:Puzzle Count: 7Total Piece Count: 2403PACK CONTENTS:Horned Kn...","Pixel Puzzles Illustrations & Anime, setting the standards for online jigsaw puzzling.PACK INFO:Puzzle Count: 7Total Piece Count: 2403PACK CONTENTS:Horned Kn...","none","1","","4.99","1.04","Accessories","cj,accessories,pixelpuzzles","https://www.yuplay.com/media/products/pixel-puzzles-illustrations-anime-jigsaw-pack-warriors/616/2792750c881abd5e1b86d2a227713c5b95b9bae7.jpg","https://www.yuplay.com/product/pixel-puzzles-illustrations-anime-jigsaw-pack-warriors/?partner=cj","Ver Oferta","CJ","Pixel Puzzles"
"external","cj-13be57b1732c35ee8660","Age of Wonders Shadow Magic","1","1","visible","Age of Wonders: Shadow Magic is the third entry in the award winning fantasy strategy series. This fan-favorite enhances the series' praised fusion of empire...","Age of Wonders: Shadow Magic is the third entry in the award winning fantasy strategy series. This fan-favorite enhances the series' praised fusion of empire...","none","1","","8.99","1.88","Accessories","cj,accessories,paradoxinteractive","https://www.yuplay.com/media/products/age-of-wonders-shadow-magic/616/e5573dda22040a9b39f05b1b48db402bbaee58fc.jpg","https://www.yuplay.com/product/age-of-wonders-shadow-magic/?partner=cj","Ver Oferta","CJ","Paradox Interactive"
"external","cj-1d7583aa47d6654a1e06","Assetto Corsa - Red Pack","1","1","visible","KUNOS Simulazioni and 505 Games are proud to present the ""RED PACK"", the DLC package for ASSETTO CORSA that includes seven legendary Italian sports cars and ...","KUNOS Simulazioni and 505 Games are proud to present the ""RED PACK"", the DLC package for ASSETTO CORSA that includes seven legendary Italian sports cars and ...","none","1","","6.99","1.47","Sports","cj,sports,kunossimulazioni","https://www.yuplay.com/media/products/assetto-corsa-red-pack/616/f251df6f8fff82b8961fef01841762ed440140f2.jpg","https://www.yuplay.com/product/assetto-corsa-red-pack/?partner=cj","Ver Oferta","CJ","Kunos Simulazioni"
"external","cj-03f71ae2c25e66595aef","Randal's Monday","1","1","visible","A kleptomaniac, a sociopath and a horrible friend. Randal is potentially one of the most scurrile protagonists since the invention of the hoverboard. Randal'...","A kleptomaniac, a sociopath and a horrible friend. Randal is potentially one of the most scurrile protagonists since the invention of the hoverboard. Randal'...","none","1","","6.07","1.28","Accessories","cj,accessories,daedalicentertainment","https://www.yuplay.com/media/products/randals-monday/616/507b5b6af98ed547cca84526a40e72ff05f3757f.jpg","https://www.yuplay.com/product/randals-monday/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
